title,url,date,wordCount,legacyCategories,legacyTags,controlledTags,needsTagReview
September 2023 Gold Q&A (video),https://ehrmanblog.org/september-2023-gold-qa-video/,"September 26, 2023",28,public-forum,gold; platinum,blog-community; media-video,False
(Part 2) A Discussion on the Issue of Suffering and the Moral in Job’s Story. A Platinum Post From Omar Robb,https://ehrmanblog.org/part-2-a-discussion-on-the-issue-of-suffering-and-the-moral-in-jobs-story-a-platinum-post-from-omar-robb/,"September 25, 2023",2472,public-forum,platinum,suffering-and-evil; blog-community,False
Was the Father of Jesus … Pantera?  Part II Guest Post by James Tabor,https://ehrmanblog.org/was-the-father-of-jesus-pantera-part-ii-guest-post-by-james-tabor/,"September 24, 2023",2050,historical-jesus,,historical-jesus,False
Who Was Jesus’ Biological Father? Part I. Guest Post by James Tabor,https://ehrmanblog.org/who-was-jesus-biological-father-part-i-guest-post-by-james-tabor/,"September 23, 2023",2214,historical-jesus,,historical-jesus,False
Did Luke Read Galatians? Platinum Post by Guillermo Mondon,https://ehrmanblog.org/did-luke-read-galatians-platinum-post-by-guillermo-mondon/,"September 22, 2023",1588,public-forum,platinum,paul-and-letters; canonical-gospels; blog-community,False
The Gospel according to Mel (Gibson),https://ehrmanblog.org/the-gospel-according-to-mel-gibson/,"September 21, 2023",1264,jesus-and-film,,canonical-gospels,False
Is It Better to Follow Christ or to Live a Contented Life? Paul vs. Epicurus,https://ehrmanblog.org/is-it-better-to-follow-christ-or-to-live-a-contented-life-paul-vs-epicurus/,"September 20, 2023",1333,greco-roman-religions-and-culture; paul-and-his-letters; reflections-ruminations,,paul-and-letters; greco-roman-world; faith-doubt-belief; personal-autobiographical,False
One of our Earliest Gospels from Outside the New Testament: The Egerton Papyrus.,https://ehrmanblog.org/one-of-our-earliest-gospels-from-outside-the-new-testament-the-egerton-papyrus/,"September 19, 2023",1556,early-christian-apocrypha,,christian-apocrypha; canonical-gospels,False
Time to Vote!,https://ehrmanblog.org/time-to-vote/,"September 18, 2023",153,public-forum,platinum,blog-community,False
"(Part I) A Discussion on Spirit, Death, Afterlife, Consciousness, and Free Will. A Platinum Post From Omar Robb",https://ehrmanblog.org/part-i-a-discussion-on-spirit-death-afterlife-consciousness-and-free-will-a-platinum-post-from-omar-robb/,"September 18, 2023",2695,public-forum,platinum,afterlife; blog-community,False
"That’s in the New Testament, Right?  An Interesting Non-Canonical Story.",https://ehrmanblog.org/thats-in-the-new-testament-right-an-interesting-non-canonical-story/,"September 17, 2023",1009,canonical-gospels; early-christian-apocrypha,,christian-apocrypha; canonical-gospels,False
About Those Ebionites and Their Peculiar Gospel,https://ehrmanblog.org/about-those-ebionites-and-their-peculiar-gospel/,"September 16, 2023",917,early-christian-apocrypha; heresy-and-orthodoxy,,christian-apocrypha; canonical-gospels; heresy-orthodoxy,False
"Paul, the Apostate: a Platinum Post by Manuel Fiadeiro",https://ehrmanblog.org/paul-the-apostate-a-platinum-post-by-manuel-fiadeiro/,"September 15, 2023",1370,public-forum,platinum,paul-and-letters; blog-community,False
Locusts or Pancakes?  The Dietary Preferences of John the Baptist.,https://ehrmanblog.org/locusts-or-pancakes-the-dietary-preferences-of-john-the-baptist/,"September 14, 2023",622,canonical-gospels; early-christian-apocrypha,,canonical-gospels; christian-apocrypha,False
Contradictions?  What Contradictions?  Harmonizing the Gospels.,https://ehrmanblog.org/contradictions-what-contradictions-harmonizing-the-gospels/,"September 13, 2023",985,canonical-gospels; early-christian-apocrypha,,canonical-gospels; christian-apocrypha; canon-and-scripture,False
A Conference on the Gospels for Non-Scholars!,https://ehrmanblog.org/a-conference-on-the-gospels-for-non-scholars/,"September 12, 2023",1531,public-forum,,canonical-gospels; teaching-scholarship,False
The Pauline Style and a Discussion About Paul’s Motivation. A Platinum Post From Omar Robb,https://ehrmanblog.org/the-pauline-style-and-a-discussion-about-pauls-motivation-a-platinum-post-from-omar-robb/,"September 11, 2023",1923,public-forum,platinum,paul-and-letters; blog-community,False
The Apocryphal Gospels By and For Jewish Christians,https://ehrmanblog.org/the-apocryphal-gospels-by-and-for-jewish-christians/,"September 10, 2023",926,canonical-gospels; early-christian-apocrypha,,christian-apocrypha; canonical-gospels; hebrew-bible-judaism,False
Want to Study the Early Christian Apocrypha?,https://ehrmanblog.org/want-to-study-the-early-christian-apocrypha/,"September 9, 2023",2347,canonical-gospels; early-christian-apocrypha; public-forum,,christian-apocrypha; canonical-gospels; early-christianity,False
"Jesus, Sun Myung Moon, and Me: a Platinum Post from William Poe",https://ehrmanblog.org/jesus-sun-myung-moon-and-me-a-platinum-post-from-william-poe/,"September 8, 2023",1737,public-forum,platinum,historical-jesus; blog-community,False
A Hugely Memorable Moment: When I Saw Codex Sinaiticus,https://ehrmanblog.org/a-hugely-memorable-moment-when-i-saw-codex-sinaiticus/,"September 7, 2023",987,barts-biography; new-testament-manuscripts,,textual-criticism; personal-autobiographical,False
September Gold Q&A–Get Those Questions in!,https://ehrmanblog.org/september-gold-qa-get-those-questions-in/,"September 6, 2023",72,public-forum,gold; platinum,blog-community; reader-questions,False
My Trip to Saint Catherine’s Monastery on Mount Sinai: Discovery Site of Codex Sinaiticus,https://ehrmanblog.org/my-trip-to-saint-catherines-monastery-on-mount-sinai-discovery-site-of-codex-sinaiticus/,"September 6, 2023",852,history-of-biblical-scholarship; new-testament-manuscripts,,textual-criticism; historical-method; teaching-scholarship; blog-community,False
The Discovery of Codex Sinaiticus: One of the Most Important Manuscripts of the New Testament,https://ehrmanblog.org/the-discovery-of-codex-sinaiticus-one-of-the-most-important-manuscripts-of-the-new-testament/,"September 5, 2023",1343,history-of-biblical-scholarship; new-testament-manuscripts,,textual-criticism; historical-method; teaching-scholarship,False
Mark 13:30–a New Argument for an Old Hypothesis. A Platinum Post From Omar Robb,https://ehrmanblog.org/mark-1330-a-new-argument-for-an-old-hypothesis-a-platinum-post-from-omar-robb/,"September 4, 2023",1766,public-forum,platinum,canonical-gospels; blog-community,False
Does Archaeological Evidence Show that Jesus Was Buried on the Day He Died?,https://ehrmanblog.org/does-archaeological-evidence-show-that-jesus-was-buried-on-the-day-he-died/,"September 3, 2023",1831,canonical-gospels; greco-roman-religions-and-culture; historical-jesus; public-forum,,historical-jesus; canonical-gospels; greco-roman-world; archaeology-material-culture; historical-method,False
Josephus’ One Statement About the Burial of Crucified Victims in Judea,https://ehrmanblog.org/josephus-one-statement-about-the-burial-of-crucified-victims-in-judea/,"September 2, 2023",2062,canonical-gospels; greco-roman-religions-and-culture; historical-jesus,,greco-roman-world; canonical-gospels; historical-jesus,False
"Thoughts on Cosmology, a Platinum Post From Charles Hawkins",https://ehrmanblog.org/thoughts-on-cosmology-a-platinum-post-from-charles-hawkins/,"September 1, 2023",1733,public-forum,platinum,blog-community,False
Bogus Arguments for Disbelief,https://ehrmanblog.org/bogus-arguments-for-disbelief/,"August 31, 2023",1670,reflections-ruminations,,faith-doubt-belief; personal-autobiographical,False
How Relevant is Josephus for Knowing What Happened to the Body of Jesus?,https://ehrmanblog.org/how-relevant-is-josephus-for-knowing-what-happened-to-the-body-of-jesus/,"August 30, 2023",1389,public-forum,,historical-jesus,False
Did Jews Always Bury Their Dead on the Day of their Death?  Was Jesus Buried Then?,https://ehrmanblog.org/did-jews-always-bury-their-dead-on-the-day-of-their-death-was-jesus-buried-then/,"August 29, 2023",1412,early-judaism; greco-roman-religions-and-culture,,hebrew-bible-judaism; greco-roman-world; historical-jesus,False
August 2023 Gold Q&A (video),https://ehrmanblog.org/august-2023-gold-qa-video/,"August 28, 2023",8,public-forum,gold; platinum,blog-community; media-video,False
Premarital Sex in The Song of Songs: A Platinum Post by Dan Kohanski,https://ehrmanblog.org/premarital-sex-in-the-song-of-songs-a-platinum-post-by-dan-kohanski/,"August 28, 2023",1449,public-forum,gold; platinum,blog-community,False
The Evidence of Josephus for the Burial of Jesus,https://ehrmanblog.org/the-evidence-of-josephus-for-the-burial-of-jesus/,"August 27, 2023",1018,early-judaism,,hebrew-bible-judaism; historical-jesus; historical-method,False
Why Do Some (Many?) Scholars Not Treat the Bible Like Other Ancient Sources?,https://ehrmanblog.org/why-do-some-many-scholars-not-treat-the-bible-like-other-ancient-sources/,"August 26, 2023",961,barts-critics; early-judaism; new-testament-manuscripts,,hebrew-bible-judaism; canon-and-scripture; textual-criticism; debates-and-critics; teaching-scholarship,False
"How To Be a Consistently Critical Historian, In the Good Sense",https://ehrmanblog.org/how-to-be-a-consistently-critical-historian-in-the-good-sense/,"August 24, 2023",1055,early-judaism; historical-jesus,,hebrew-bible-judaism; historical-jesus; debates-and-critics,False
Polling Test Post (Ben),https://ehrmanblog.org/polling-test-post-ben/,"August 22, 2023",24,public-forum,,,True
Did Jesus Believe the End Would Come Within his Lifetime? Maybe Not!  Platinum Post by Rizwan Ahmed,https://ehrmanblog.org/did-jesus-believe-the-end-would-come-within-his-lifetime-maybe-not-platinum-post-by-rizwan-ahmed/,"August 22, 2023",2845,historical-jesus; public-forum,,historical-jesus; blog-community,False
Corpses Left on Roman Crosses?  Penalties for Removing them Early?  A Humorous Story (?!) from Antiquity,https://ehrmanblog.org/corpses-left-on-roman-crosses-penalties-for-removing-them-early-a-humorous-story-from-antiquity/,"August 20, 2023",1271,public-forum,,greco-roman-world,False
Does Jesus Call Himself God in His Trial Before the Sanhedrin and the High Priest Caiaphas?,https://ehrmanblog.org/does-jesus-call-himself-god-in-his-trial-before-the-sanhedrin-and-the-high-priest-caiaphas/,"August 19, 2023",1922,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels; faith-doubt-belief,False
"Was “King of the Jews” Really the Charge Against Jesus, Leading to his Crucifixion?",https://ehrmanblog.org/was-king-of-the-jews-really-the-charge-against-jesus-leading-to-his-crucifixion/,"August 17, 2023",1014,public-forum,,historical-jesus; hebrew-bible-judaism,False
"Pontius Pilate, Intransigent Governor, Crucifier of Jesus",https://ehrmanblog.org/pontius-pilate-intransigent-governor-crucifier-of-jesus/,"August 16, 2023",830,barts-critics; early-judaism; historical-jesus,,historical-jesus; hebrew-bible-judaism; debates-and-critics,False
Did Pilate Allow Jesus to be Buried Because He Had “Learned his Lesson”?,https://ehrmanblog.org/did-pilate-allow-jesus-to-be-buried-because-he-had-learned-his-lesson/,"August 15, 2023",1015,barts-critics; early-judaism; historical-jesus,,historical-jesus; hebrew-bible-judaism; debates-and-critics,False
Gold Q&A for August!,https://ehrmanblog.org/gold-qa-for-august-2/,"August 14, 2023",163,public-forum,gold; platinum,blog-community,False
How Accurate Are Orally-Transmitted Reports? A Platinum Post From Imran M. Usmani,https://ehrmanblog.org/how-accurate-are-orally-transmitted-reports-a-platinum-post-from-imran-m-usmani/,"August 14, 2023",1588,public-forum,platinum,blog-community,False
Was Pilate Sensitive to Jews and their Customs (such that he would allow decent burials for crucified victims)?,https://ehrmanblog.org/was-pilate-sensitive-to-jews-and-their-customs-such-that-he-would-allow-decent-burials-for-crucified-victims/,"August 13, 2023",1274,barts-critics; early-judaism; historical-jesus,,hebrew-bible-judaism; historical-jesus; debates-and-critics,False
Why Critical Scholarship on the Gospels Helps *Believers* in the Bible!,https://ehrmanblog.org/why-critical-scholarship-on-the-gospels-helps-believers-in-the-bible/,"August 12, 2023",1066,canonical-gospels; history-of-biblical-scholarship,,canonical-gospels; hebrew-bible-judaism; canon-and-scripture; historical-method; teaching-scholarship; debates-and-critics,False
We Have Crucifixion Nails!  Isn’t that Evidence for Jesus’ Burial?,https://ehrmanblog.org/we-have-crucifixion-nails-isnt-that-evidence-for-jesus-burial/,"August 12, 2023",1033,greco-roman-religions-and-culture; historical-jesus,,historical-jesus; greco-roman-world; historical-method,False
Serious Discount on my Book!,https://ehrmanblog.org/serious-discount-on-my-book/,"August 11, 2023",84,public-forum,,book-discussion,False
A Proposition That Ramesses-the-Sixth (Ramesses VI) Was the Pharaoh of the Exodus by Omar Robb,https://ehrmanblog.org/a-proposition-that-ramesses-the-sixth-ramesses-vi-was-the-pharaoh-of-the-exodus-by-omar-robb/,"August 11, 2023",1562,public-forum,gold; platinum,blog-community,False
Is Critical Biblical Scholarship Valid?  What the New Testament Itself Indicates!,https://ehrmanblog.org/is-critical-biblical-scholarship-valid-what-the-new-testament-itself-indicates/,"August 10, 2023",1156,canonical-gospels; history-of-biblical-scholarship,,canonical-gospels; historical-method; teaching-scholarship; debates-and-critics,False
"Hey, Stop Trashing the Gospels!",https://ehrmanblog.org/hey-stop-trashing-the-gospels/,"August 9, 2023",1196,canonical-gospels; historical-jesus; public-forum,,canonical-gospels; historical-jesus,False
Creating the Qu’ran:  Where Did the Scripture of Islam Really Come From? Guest post by Stephen Shoemaker,https://ehrmanblog.org/creating-the-quran-where-did-the-scripture-of-islam-really-come-from-guest-post-by-stephen-shoemaker/,"August 8, 2023",1583,public-forum,,canon-and-scripture,False
Were Roman Leaders Told to Provide Decent Burials for Crucified Victims?  (Really?),https://ehrmanblog.org/were-roman-leaders-told-to-provide-decent-burials-for-crucified-victims-really/,"August 6, 2023",1083,greco-roman-religions-and-culture; historical-jesus,,greco-roman-world; historical-jesus,False
Did Romans Show Clemency to Crucified Criminals?,https://ehrmanblog.org/did-romans-show-clemency-to-crucified-criminals/,"August 5, 2023",1253,greco-roman-religions-and-culture; historical-jesus,,greco-roman-world; historical-jesus; paul-and-letters,False
Want to Watch Our Tár Movie Review With Maestra Gisele Ben-Dor?,https://ehrmanblog.org/want-to-watch-our-tar-movie-review-with-maestra-gisele-ben-dor/,"August 3, 2023",220,public-forum,,,True
Time to Vote for Your Favorite Platinum Post,https://ehrmanblog.org/time-to-vote-for-your-favorite-platinum-post/,"August 2, 2023",168,public-forum,platinum,blog-community,False
Preparing for that “Final Trip” (outta here).  What Do You Think?,https://ehrmanblog.org/preparing-for-that-final-trip-outta-here-what-do-you-think/,"August 2, 2023",680,public-forum; reflections-ruminations,,faith-doubt-belief; personal-autobiographical; blog-community,False
My Interview With Glenn Siepert,https://ehrmanblog.org/my-interview-with-glenn-siepert/,"August 1, 2023",81,public-forum; revelation-of-john,,acts-and-revelation; canonical-gospels; media-video,False
"Jesus the Half-Nabataean Prince, a Platinum Post by Serene",https://ehrmanblog.org/jesus-the-half-nabataean-prince-a-platinum-post-by-serene/,"July 31, 2023",2620,public-forum,gold; platinum,historical-jesus; blog-community,False
Alleged “Proof” That Crucified Jews Were Allowed Decent Burials,https://ehrmanblog.org/alleged-proof-that-crucified-jews-were-allowed-decent-burials/,"July 30, 2023",1592,early-judaism; greco-roman-religions-and-culture; historical-jesus,,hebrew-bible-judaism; historical-jesus; greco-roman-world,False
New Insights into the New Testament:  An Event You DON’T Want to Miss!,https://ehrmanblog.org/new-insights-into-the-new-testament-an-event-you-dont-want-to-miss/,"July 29, 2023",157,public-forum,,,True
A Proposition That the First Greek Converts to Jesus Were a Few Ascetic Pythagorean Philosophers. A Platinum Post From Omar Robb,https://ehrmanblog.org/a-proposition-that-the-first-greek-converts-to-jesus-were-a-few-ascetic-pythagorean-philosophers-a-platinum-post-from-omar-robb/,"July 28, 2023",1733,public-forum,platinum,historical-jesus; spread-of-christianity; blog-community,False
Does It Even Matter If Jesus Was Given a Proper Burial?,https://ehrmanblog.org/does-it-even-matter-if-jesus-was-given-a-proper-burial/,"July 27, 2023",1416,public-forum,,historical-jesus,False
More Reasons for Thinking Jesus was Not Given a Decent Burial,https://ehrmanblog.org/more-reasons-for-thinking-jesus-was-not-given-a-decent-burial/,"July 26, 2023",1470,greco-roman-religions-and-culture; historical-jesus,,historical-jesus; greco-roman-world,False
Did Romans Allow Decent Burials for Crucified Criminals?,https://ehrmanblog.org/did-romans-allow-decent-burials-for-crucified-criminals/,"July 25, 2023",1312,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus; paul-and-letters,False
Literary Problems with the Gospel Accounts of Jesus’ Burial,https://ehrmanblog.org/literary-problems-with-the-gospel-accounts-of-jesus-burial/,"July 23, 2023",2074,canonical-gospels; historical-jesus,,canonical-gospels; historical-jesus,False
Reminder:  Why I’m Not a Christian — tomorrow!,https://ehrmanblog.org/reminder-why-im-not-a-christian-tomorrow/,"July 22, 2023",173,public-forum,,,True
Back to Whether Jesus Was Really Given a Decent Burial,https://ehrmanblog.org/back-to-whether-jesus-was-really-given-a-decent-burial/,"July 22, 2023",1162,barts-critics; canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels; debates-and-critics,False
Is the USA the Antichrist of the Book of Revelation?  Slavic Views of the Apocalypse.  Guest Post by Mikhail Abakumov,https://ehrmanblog.org/is-the-usa-the-antichrist-of-the-book-of-revelation-slavic-views-of-the-apocalypse-guest-post-by-mikhail-abakumov/,"July 20, 2023",1606,revelation-of-john,,acts-and-revelation; canonical-gospels; book-discussion,False
Male Superiority in Antiquity,https://ehrmanblog.org/male-superiority-in-antiquity/,"July 19, 2023",1303,greco-roman-religions-and-culture; sex-and-sexuality-in-bible,,greco-roman-world; women-gender-sexuality,False
More on Love:  Why Were Greek Men Especially Attracted to Prepubescent Boys?,https://ehrmanblog.org/more-on-love-why-were-greek-men-especially-attracted-to-prepubescent-boys/,"July 18, 2023",1341,greco-roman-religions-and-culture,,greco-roman-world,False
An Important Difference in John–a Platinum Post by Ryan Fleming,https://ehrmanblog.org/an-important-difference-in-john-a-platinum-post-by-ryan-fleming/,"July 17, 2023",1240,public-forum,gold; platinum,canonical-gospels; blog-community,False
The Narrow Road to … Hell?  Guest Post by Glenn Siepert,https://ehrmanblog.org/the-narrow-road-to-hell-guest-post-by-glenn-siepert/,"July 16, 2023",1242,public-forum,,afterlife,False
Radiocarbon Dating of the Qur’an.  Has It Solved the Problem?  Guest Post by Stephen Shoemaker,https://ehrmanblog.org/radiocarbon-dating-of-the-quran-has-it-solved-the-problem-guest-post-by-stephen-shoemaker/,"July 15, 2023",1493,public-forum,,,True
Questions about Dating the Gospels,https://ehrmanblog.org/questions-about-dating-the-gospels/,"July 13, 2023",1511,canonical-gospels; readers-questions,,canonical-gospels; reader-questions,False
Why Discrepancies and Contradictions *Enrich* Our Understanding of the Gospels,https://ehrmanblog.org/why-discrepancies-and-contradictions-enrich-our-understanding-of-the-gospels/,"July 13, 2023",1121,canonical-gospels,,canonical-gospels; canon-and-scripture,False
Our Inner Herod.  Guest Post by Glenn Siepert,https://ehrmanblog.org/our-inner-herod-guest-post-by-glenn-siepert/,"July 12, 2023",1163,public-forum,,,True
The Life of Brian and Jesus:  Was Jesus Really Buried on the Day of the Crucifixion?,https://ehrmanblog.org/the-life-of-brian-and-jesus-was-jesus-really-buried-on-the-day-of-the-crucifixion/,"July 11, 2023",1955,historical-jesus; jesus-and-film; public-forum; video-media,historical-jesus; life-of-brian,historical-jesus; media-video,False
Announcing a NEW (Free!) Course:  Why I Am Not A Christian,https://ehrmanblog.org/announcing-a-new-free-course-why-i-am-not-a-christian/,"July 10, 2023",1383,public-forum,,media-video,False
Vespasian Miracles. A Platinum Post by Ryan Fleming,https://ehrmanblog.org/vespasian-miracles-a-platinum-post-by-ryan-fleming/,"July 10, 2023",973,public-forum,gold; platinum,miracles; blog-community,False
More on the Life of Brian and the Historical Jesus,https://ehrmanblog.org/more-on-the-life-of-brian-and-the-historical-jesus/,"July 9, 2023",1560,jesus-and-film; public-forum,historical-jesus; life-of-brian,historical-jesus,False
"Blog Dinner in London, Tuesday July 25.  Interested?",https://ehrmanblog.org/blog-dinner-in-london-tuesday-july-25-interested/,"July 8, 2023",123,public-forum,,blog-community,False
The Life of Brian and the Historical Jesus,https://ehrmanblog.org/the-life-of-brian-and-the-historical-jesus/,"July 8, 2023",1563,historical-jesus; jesus-and-film; public-forum; video-media,historical-jesus; life-of-brian,historical-jesus; media-video,False
What Is (Sexually) “Unnatural”?,https://ehrmanblog.org/what-is-sexually-unnatural/,"July 6, 2023",1564,public-forum,,women-gender-sexuality,False
How the Bible Can Help Those in Pain — Even Non-Believers.  Guest Post by Glenn Siepert,https://ehrmanblog.org/how-the-bible-can-help-those-in-pain-even-non-believers-guest-post-by-glenn-siepert/,"July 4, 2023",1374,book-discussions; public-forum,,hebrew-bible-judaism; canon-and-scripture; book-discussion,False
June 2023 Gold Q&A (video),https://ehrmanblog.org/june-2023-gold-qa-video/,"July 2, 2023",27,public-forum,gold; platinum,blog-community; media-video,False
The (Lost) Greater Questions of Mary (Rated R) (X?),https://ehrmanblog.org/the-lost-greater-questions-of-mary-rated-r-x/,"July 2, 2023",513,early-christian-apocrypha; early-christian-writings,,christian-apocrypha; early-christianity; reader-questions,False
The Lost Gospel of Basilides,https://ehrmanblog.org/the-lost-gospel-of-basilides/,"July 1, 2023",701,early-christian-writings; heresy-and-orthodoxy,,early-christianity; christian-apocrypha; canonical-gospels; heresy-orthodoxy,False
The Road from the “Duo of Philo” to the “Trinity of Nicaea”–Guest Post by Omar Robb,https://ehrmanblog.org/the-road-from-the-duo-of-philo-to-the-trinity-of-nicaea-guest-post-by-omar-robb/,"June 30, 2023",2552,public-forum,,,True
Did Paul Get Along with the Other Apostles?,https://ehrmanblog.org/did-paul-get-along-with-the-other-apostles/,"June 29, 2023",1049,acts-of-the-apostles; paul-and-his-letters,,paul-and-letters; acts-and-revelation,False
After Paul Converted…  Does the Book of Acts Contradict Paul Himself?,https://ehrmanblog.org/after-paul-converted-does-the-book-of-acts-contradict-paul-himself/,"June 28, 2023",1066,acts-of-the-apostles; paul-and-his-letters,,acts-and-revelation; paul-and-letters; spread-of-christianity; book-discussion,False
Was Paul Authorized to Persecute Christians?,https://ehrmanblog.org/was-paul-authorized-to-persecute-christians/,"June 27, 2023",881,acts-of-the-apostles; paul-and-his-letters,,paul-and-letters; acts-and-revelation; authorship-forgery,False
Was Abraham “Just Plain Nuts?” A Platinum Post by Douglas Wadeson MD,https://ehrmanblog.org/was-abraham-just-plain-nuts-a-platinum-post-by-douglas-wadeson-md/,"June 26, 2023",1481,hebrew-bible-old-testament; public-forum,platinum,hebrew-bible-judaism; blog-community,False
Can the Qur’an and Early Islam Be Studied Critically (Like the NT and Early Christianity?)  Guest Post by Stephen Shoemaker,https://ehrmanblog.org/can-the-quran-and-early-islam-be-studied-critically-like-the-nt-and-early-christianity-guest-post-by-stephen-shoemaker/,"June 25, 2023",1677,public-forum,,early-christianity; debates-and-critics,False
Did the Curtain in the Temple Really Rip in Half at Jesus’ Crucifixion?,https://ehrmanblog.org/did-the-curtain-in-the-temple-really-rip-in-half-at-jesus-crucifixion/,"June 24, 2023",1452,canonical-gospels; historical-jesus; memory-studies,,historical-jesus; canonical-gospels; memory-oral-tradition,False
Was Jesus an Ascetic Street Preacher or a Man With a Plan? A Platinum Post From Omar Robb,https://ehrmanblog.org/was-jesus-an-ascetic-street-preacher-or-a-man-with-a-plan-a-platinum-post-from-omar-robb/,"June 23, 2023",2358,historical-jesus; public-forum,platinum,historical-jesus; blog-community,False
Did The Twelve Become Only Three? Platinum post by Douglas Wadeson MD,https://ehrmanblog.org/did-the-twelve-become-only-three-platinum-post-by-douglas-wadeson-md-2/,"June 22, 2023",1554,historical-jesus; public-forum,,historical-jesus; blog-community,False
Help Wanted: Join Bart Ehrman Professional Services as a Writer/Editor!,https://ehrmanblog.org/help-wanted-join-bart-ehrman-professional-services-as-a-writer-editor/,"June 21, 2023",491,public-forum,,,True
"Did Pilate Really Release A Dangerous Criminal, Barabbas, at Jesus’ Trial?",https://ehrmanblog.org/did-pilate-really-release-a-dangerous-criminal-barabbas-at-jesus-trial/,"June 21, 2023",1154,canonical-gospels; historical-jesus; memory-studies,,historical-jesus; canonical-gospels; memory-oral-tradition,False
Were Jesus Followers Really Armed and Dangerous in the Garden of Gethsemane?,https://ehrmanblog.org/were-jesus-followers-really-armed-and-dangerous-in-the-garden-of-gethsemane/,"June 20, 2023",1414,canonical-gospels; historical-jesus; memory-studies,,historical-jesus; canonical-gospels; memory-oral-tradition,False
The Slippery Slope of Extreme DIAKRISIS (Discernment). A Platinum Post by Barry Haney,https://ehrmanblog.org/the-slippery-slope-of-extreme-diakrisis-discernment-a-platinum-post-by-barry-haney/,"June 19, 2023",1672,greco-roman-religions-and-culture; history-of-christianity-100-300ce; jews-and-christians-in-antiquity; public-forum,platinum,greco-roman-world; church-history; early-christianity; blog-community,False
Did Jesus Really Cleanse the Temple?,https://ehrmanblog.org/did-jesus-really-cleanse-the-temple/,"June 18, 2023",1565,canonical-gospels; historical-jesus; memory-studies,,historical-jesus; canonical-gospels; memory-oral-tradition,False
Away from life for a while,https://ehrmanblog.org/away-from-life-for-a-while/,"June 17, 2023",114,public-forum,,,True
Did the Triumphal Entry Really Happen?,https://ehrmanblog.org/did-the-triumphal-entry-really-happen/,"June 17, 2023",1818,canonical-gospels; historical-jesus; memory-studies,,canonical-gospels; historical-jesus; memory-oral-tradition,False
June Gold Q&A,https://ehrmanblog.org/june-gold-qa/,"June 16, 2023",143,public-forum,gold; platinum,blog-community,False
The Bart Ehrman Movie Club Presents: Life of Brian,https://ehrmanblog.org/the-bart-ehrman-movie-club-presents-life-of-brian/,"June 15, 2023",1040,public-forum,,,True
Jesus’ Trial Before Pilate: Some of the Distorted Memories of the Gospels,https://ehrmanblog.org/jesus-trial-before-pilate-some-of-the-distorted-memories-of-the-gospels/,"June 15, 2023",1667,canonical-gospels; historical-jesus; memory-studies,,canonical-gospels; historical-jesus; memory-oral-tradition,False
Jesus’ Trial Before Pilate: What Can We Actually Know?,https://ehrmanblog.org/jesus-trial-before-pilate-what-can-we-actually-know/,"June 14, 2023",1558,canonical-gospels; historical-jesus,,historical-jesus; canonical-gospels,False
The Radical Teachings of Jesus–And Why No One Follows Them,https://ehrmanblog.org/the-radical-teachings-of-jesus-and-why-no-one-follows-them/,"June 13, 2023",1618,book-discussions; historical-jesus,,historical-jesus; book-discussion,False
The Events Leading up to the Death of Jesus: What Can We Know and Not Know?,https://ehrmanblog.org/the-events-leading-up-to-the-death-of-jesus-what-can-we-know-and-not-know/,"June 11, 2023",1026,canonical-gospels; historical-jesus; memory-studies; public-forum,,historical-jesus; canonical-gospels; memory-oral-tradition,False
If We Can Know the “Gist” of What Jesus Said and Did … What’s the Gist?,https://ehrmanblog.org/if-we-can-know-the-gist-of-what-jesus-said-and-did-whats-the-gist/,"June 10, 2023",1858,historical-jesus; memory-studies,,historical-jesus; memory-oral-tradition,False
Were Jesus’ Most Amazing Deeds the Ones Most Likely to be Remembered?,https://ehrmanblog.org/were-jesus-most-amazing-deeds-the-ones-most-likely-to-be-remembered/,"June 8, 2023",1480,historical-jesus; memory-studies,,historical-jesus; memory-oral-tradition,False
Vote for Your Favorite Platinum Post,https://ehrmanblog.org/vote-for-your-favorite-platinum-post-2/,"June 7, 2023",120,public-forum,platinum,blog-community,False
Eyewitness Testimony: The Importance of Actual Expertise,https://ehrmanblog.org/eyewitness-testimony-the-importance-of-actual-expertise/,"June 7, 2023",1612,memory-studies,,memory-oral-tradition,False
Eyewitnesses and Guaranteed Accuracy,https://ehrmanblog.org/eyewitnesses-and-guaranteed-accuracy/,"June 6, 2023",2004,historical-jesus; memory-studies,,historical-jesus; memory-oral-tradition,False
“You Have Heard His Blasphemy!” But Did They? A Platinum post by Daniel Kohanski,https://ehrmanblog.org/you-have-heard-his-blasphemy-but-did-they-a-platinum-post-by-daniel-kohanski/,"June 5, 2023",1809,public-forum,platinum,blog-community,False
Being Realistic about How Stories about Jesus Spread before the Gospels,https://ehrmanblog.org/being-realistic-about-how-stories-about-jesus-spread-before-the-gospels/,"June 4, 2023",1335,canonical-gospels; historical-jesus; memory-studies,,canonical-gospels; historical-jesus; spread-of-christianity; memory-oral-tradition,False
Who Was Spreading the Stories about Jesus Before the Gospels?,https://ehrmanblog.org/who-was-spreading-the-stories-about-jesus-before-the-gospels/,"June 3, 2023",1123,canonical-gospels; historical-jesus; memory-studies,,canonical-gospels; historical-jesus; memory-oral-tradition,False
